owner,study,year,trt_n,date,cum_rate_n_kgha
rosen lab,chloro,2016,n.4,2016-09-05,234.43471868533447
rosen lab,chloro,2016,n.1,2016-09-06,44.83397004097
rosen lab,chloro,2016,n.2,2016-09-06,167.18376362387949
rosen lab,chloro,2016,n.3,2016-09-06,309.9251894706073
rosen lab,chloro,2016,n.4,2016-09-06,234.43471868533447
rosen lab,chloro,2016,n.1,2016-09-07,44.83397004097
rosen lab,chloro,2016,n.2,2016-09-07,167.18376362387949
rosen lab,chloro,2016,n.3,2016-09-07,309.9251894706073
rosen lab,chloro,2016,n.4,2016-09-07,234.43471868533447
rosen lab,chloro,2016,n.1,2016-09-08,44.83397004097
rosen lab,chloro,2016,n.2,2016-09-08,167.18376362387949
rosen lab,chloro,2016,n.3,2016-09-08,309.9251894706073
rosen lab,chloro,2016,n.4,2016-09-08,234.43471868533447
rosen lab,chloro,2016,n.1,2016-09-09,44.83397004097
rosen lab,chloro,2016,n.2,2016-09-09,167.18376362387949
rosen lab,chloro,2016,n.3,2016-09-09,309.9251894706073
rosen lab,chloro,2016,n.4,2016-09-09,234.43471868533447
rosen lab,chloro,2016,n.1,2016-09-10,44.83397004097
rosen lab,chloro,2016,n.2,2016-09-10,167.18376362387949
rosen lab,chloro,2016,n.3,2016-09-10,309.9251894706073
rosen lab,chloro,2016,n.4,2016-09-10,234.43471868533447
rosen lab,chloro,2016,n.1,2016-09-11,44.83397004097
rosen lab,chloro,2016,n.2,2016-09-11,167.18376362387949
rosen lab,chloro,2016,n.3,2016-09-11,309.9251894706073
rosen lab,chloro,2016,n.4,2016-09-11,234.43471868533447
rosen lab,chloro,2016,n.1,2016-09-12,44.83397004097
rosen lab,chloro,2016,n.2,2016-09-12,167.18376362387949
rosen lab,chloro,2016,n.3,2016-09-12,309.9251894706073
rosen lab,chloro,2016,n.4,2016-09-12,234.43471868533447
rosen lab,chloro,2016,n.1,2016-09-13,44.83397004097
rosen lab,chloro,2016,n.2,2016-09-13,167.18376362387949
rosen lab,chloro,2016,n.3,2016-09-13,309.9251894706073
rosen lab,chloro,2016,n.4,2016-09-13,234.43471868533447
rosen lab,chloro,2016,n.1,2016-09-14,44.83397004097
rosen lab,chloro,2016,n.2,2016-09-14,167.18376362387949
rosen lab,chloro,2016,n.3,2016-09-14,309.9251894706073
rosen lab,chloro,2016,n.4,2016-09-14,234.43471868533447
rosen lab,chloro,2016,n.1,2016-09-15,44.83397004097
rosen lab,chloro,2016,n.2,2016-09-15,167.18376362387949
rosen lab,chloro,2016,n.3,2016-09-15,309.9251894706073
rosen lab,chloro,2016,n.4,2016-09-15,234.43471868533447
rosen lab,chloro,2016,n.1,2016-09-16,44.83397004097
rosen lab,chloro,2016,n.2,2016-09-16,167.18376362387949
rosen lab,chloro,2016,n.3,2016-09-16,309.9251894706073
rosen lab,chloro,2016,n.4,2016-09-16,234.43471868533447
rosen lab,chloro,2016,n.1,2016-09-17,44.83397004097
rosen lab,chloro,2016,n.2,2016-09-17,167.18376362387949
rosen lab,chloro,2016,n.3,2016-09-17,309.9251894706073
rosen lab,chloro,2016,n.4,2016-09-17,234.43471868533447
rosen lab,chloro,2016,n.1,2016-09-18,44.83397004097
rosen lab,chloro,2016,n.2,2016-09-18,167.18376362387949
rosen lab,chloro,2016,n.3,2016-09-18,309.9251894706073
rosen lab,chloro,2016,n.4,2016-09-18,234.43471868533447
rosen lab,chloro,2016,n.1,2016-09-19,44.83397004097
rosen lab,chloro,2016,n.2,2016-09-19,167.18376362387949
rosen lab,chloro,2016,n.3,2016-09-19,309.9251894706073
rosen lab,chloro,2016,n.4,2016-09-19,234.43471868533447
rosen lab,chloro,2016,n.1,2016-09-20,44.83397004097
rosen lab,chloro,2016,n.2,2016-09-20,167.18376362387949
rosen lab,chloro,2016,n.3,2016-09-20,309.9251894706073
rosen lab,chloro,2016,n.4,2016-09-20,234.43471868533447
rosen lab,sanjay,2018,n.a,2018-04-29,0
rosen lab,sanjay,2018,n.b,2018-04-29,0
rosen lab,sanjay,2018,n.c,2018-04-29,0
rosen lab,sanjay,2018,n.a,2018-04-30,0
rosen lab,sanjay,2018,n.b,2018-04-30,0
rosen lab,sanjay,2018,n.c,2018-04-30,0
rosen lab,sanjay,2018,n.a,2018-05-01,0
rosen lab,sanjay,2018,n.b,2018-05-01,0
rosen lab,sanjay,2018,n.c,2018-05-01,0
rosen lab,sanjay,2018,n.a,2018-05-02,0
rosen lab,sanjay,2018,n.b,2018-05-02,0
rosen lab,sanjay,2018,n.c,2018-05-02,0
rosen lab,sanjay,2018,n.a,2018-05-03,0
rosen lab,sanjay,2018,n.b,2018-05-03,0
rosen lab,sanjay,2018,n.c,2018-05-03,0
rosen lab,sanjay,2018,n.a,2018-05-04,0
rosen lab,sanjay,2018,n.b,2018-05-04,0
rosen lab,sanjay,2018,n.c,2018-05-04,0
rosen lab,sanjay,2018,n.a,2018-05-05,0
rosen lab,sanjay,2018,n.b,2018-05-05,0
rosen lab,sanjay,2018,n.c,2018-05-05,0
rosen lab,sanjay,2018,n.a,2018-05-06,0
rosen lab,sanjay,2018,n.b,2018-05-06,0
rosen lab,sanjay,2018,n.c,2018-05-06,0
rosen lab,sanjay,2018,n.a,2018-05-07,0
rosen lab,sanjay,2018,n.b,2018-05-07,0
rosen lab,sanjay,2018,n.c,2018-05-07,0
rosen lab,sanjay,2018,n.a,2018-05-08,0
rosen lab,sanjay,2018,n.b,2018-05-08,0
rosen lab,sanjay,2018,n.c,2018-05-08,0
rosen lab,sanjay,2018,n.a,2018-05-09,0
rosen lab,sanjay,2018,n.b,2018-05-09,0
rosen lab,sanjay,2018,n.c,2018-05-09,0
rosen lab,sanjay,2018,n.a,2018-05-10,0
rosen lab,sanjay,2018,n.b,2018-05-10,0
rosen lab,sanjay,2018,n.c,2018-05-10,0
rosen lab,sanjay,2018,n.a,2018-05-11,0
rosen lab,sanjay,2018,n.b,2018-05-11,0
rosen lab,sanjay,2018,n.c,2018-05-11,0
rosen lab,sanjay,2018,n.a,2018-05-12,0
rosen lab,sanjay,2018,n.b,2018-05-12,0
rosen lab,sanjay,2018,n.c,2018-05-12,0
rosen lab,sanjay,2018,n.a,2018-05-13,0
rosen lab,sanjay,2018,n.b,2018-05-13,0
rosen lab,sanjay,2018,n.c,2018-05-13,0
rosen lab,sanjay,2018,n.a,2018-05-14,44.83397004097
rosen lab,sanjay,2018,n.b,2018-05-14,44.83397004097
rosen lab,sanjay,2018,n.c,2018-05-14,44.83397004097
rosen lab,sanjay,2018,n.a,2018-05-15,44.83397004097
rosen lab,sanjay,2018,n.b,2018-05-15,44.83397004097
rosen lab,sanjay,2018,n.c,2018-05-15,44.83397004097
rosen lab,sanjay,2018,n.a,2018-05-16,44.83397004097
rosen lab,sanjay,2018,n.b,2018-05-16,44.83397004097
rosen lab,sanjay,2018,n.c,2018-05-16,44.83397004097
rosen lab,sanjay,2018,n.a,2018-05-17,44.83397004097
rosen lab,sanjay,2018,n.b,2018-05-17,44.83397004097
rosen lab,sanjay,2018,n.c,2018-05-17,44.83397004097
rosen lab,sanjay,2018,n.a,2018-05-18,44.83397004097
rosen lab,sanjay,2018,n.b,2018-05-18,44.83397004097
rosen lab,sanjay,2018,n.c,2018-05-18,44.83397004097
rosen lab,sanjay,2018,n.a,2018-05-19,44.83397004097
rosen lab,sanjay,2018,n.b,2018-05-19,44.83397004097
rosen lab,sanjay,2018,n.c,2018-05-19,44.83397004097
rosen lab,sanjay,2018,n.a,2018-05-20,44.83397004097
rosen lab,sanjay,2018,n.b,2018-05-20,44.83397004097
rosen lab,sanjay,2018,n.c,2018-05-20,44.83397004097
rosen lab,sanjay,2018,n.a,2018-05-21,44.83397004097
rosen lab,sanjay,2018,n.b,2018-05-21,44.83397004097
rosen lab,sanjay,2018,n.c,2018-05-21,44.83397004097
rosen lab,sanjay,2018,n.a,2018-05-22,44.83397004097
rosen lab,sanjay,2018,n.b,2018-05-22,44.83397004097
rosen lab,sanjay,2018,n.c,2018-05-22,44.83397004097
rosen lab,sanjay,2018,n.a,2018-05-23,47.710137090060144
rosen lab,sanjay,2018,n.b,2018-05-23,50.58630413915028
rosen lab,sanjay,2018,n.c,2018-05-23,53.462471188240414
rosen lab,sanjay,2018,n.a,2018-05-24,50.535286283229674
rosen lab,sanjay,2018,n.b,2018-05-24,56.23660252548933
rosen lab,sanjay,2018,n.c,2018-05-24,61.937918767749
rosen lab,sanjay,2018,n.a,2018-05-25,53.30941762047859
rosen lab,sanjay,2018,n.b,2018-05-25,61.784865199987166
rosen lab,sanjay,2018,n.c,2018-05-25,70.26031277949575
rosen lab,sanjay,2018,n.a,2018-05-26,56.0325311018069
rosen lab,sanjay,2018,n.b,2018-05-26,67.23109216264378
rosen lab,sanjay,2018,n.c,2018-05-26,78.42965322348067
rosen lab,sanjay,2018,n.a,2018-05-27,58.7046267272146
rosen lab,sanjay,2018,n.b,2018-05-27,72.57528341345918
rosen lab,sanjay,2018,n.c,2018-05-27,86.44594009970376
rosen lab,sanjay,2018,n.a,2018-05-28,61.32570449670169
rosen lab,sanjay,2018,n.b,2018-05-28,77.81743895243335
rosen lab,sanjay,2018,n.c,2018-05-28,94.30917340816501
rosen lab,sanjay,2018,n.a,2018-05-29,63.89576441026817
rosen lab,sanjay,2018,n.b,2018-05-29,82.95755877956631
rosen lab,sanjay,2018,n.c,2018-05-29,102.01935314886447
rosen lab,sanjay,2018,n.a,2018-05-30,66.41480646791405
rosen lab,sanjay,2018,n.b,2018-05-30,87.99564289485804
rosen lab,sanjay,2018,n.c,2018-05-30,109.57647932180205
rosen lab,sanjay,2018,n.a,2018-05-31,68.8828306696393
rosen lab,sanjay,2018,n.b,2018-05-31,92.93169129830855
rosen lab,sanjay,2018,n.c,2018-05-31,116.98055192697784
rosen lab,sanjay,2018,n.a,2018-06-01,71.29983701544396
rosen lab,sanjay,2018,n.b,2018-06-01,97.76570398991785
rosen lab,sanjay,2018,n.c,2018-06-01,124.23157096439178
rosen lab,sanjay,2018,n.a,2018-06-02,73.665825505328
rosen lab,sanjay,2018,n.b,2018-06-02,102.49768096968593
rosen lab,sanjay,2018,n.c,2018-06-02,131.32953643404392
rosen lab,sanjay,2018,n.a,2018-06-03,75.98079613929143
rosen lab,sanjay,2018,n.b,2018-06-03,107.12762223761277
rosen lab,sanjay,2018,n.c,2018-06-03,138.27444833593415
rosen lab,sanjay,2018,n.a,2018-06-04,78.24474891733425
rosen lab,sanjay,2018,n.b,2018-06-04,111.65552779369841
rosen lab,sanjay,2018,n.c,2018-06-04,145.0663066700626
rosen lab,sanjay,2018,n.a,2018-06-05,80.45768383945645
rosen lab,sanjay,2018,n.b,2018-06-05,116.08139763794283
rosen lab,sanjay,2018,n.c,2018-06-05,151.70511143642923
rosen lab,sanjay,2018,n.a,2018-06-06,82.61960090565805
rosen lab,sanjay,2018,n.b,2018-06-06,120.40523177034603
rosen lab,sanjay,2018,n.c,2018-06-06,158.19086263503405
rosen lab,sanjay,2018,n.a,2018-06-07,84.73050011593904
rosen lab,sanjay,2018,n.b,2018-06-07,124.627030190908
rosen lab,sanjay,2018,n.c,2018-06-07,164.523560265877
rosen lab,sanjay,2018,n.a,2018-06-08,86.79038147029942
rosen lab,sanjay,2018,n.b,2018-06-08,128.74679289962876
rosen lab,sanjay,2018,n.c,2018-06-08,170.70320432895812
rosen lab,sanjay,2018,n.a,2018-06-09,88.7992449687392
rosen lab,sanjay,2018,n.b,2018-06-09,132.76451989650832
rosen lab,sanjay,2018,n.c,2018-06-09,176.72979482427743
rosen lab,sanjay,2018,n.a,2018-06-10,90.75709061125835
rosen lab,sanjay,2018,n.b,2018-06-10,136.6802111815466
rosen lab,sanjay,2018,n.c,2018-06-10,182.6033317518349
rosen lab,sanjay,2018,n.a,2018-06-11,92.66391839785692
rosen lab,sanjay,2018,n.b,2018-06-11,140.4938667547437
rosen lab,sanjay,2018,n.c,2018-06-11,188.32381511163055
rosen lab,sanjay,2018,n.a,2018-06-12,94.51972832853484
rosen lab,sanjay,2018,n.b,2018-06-12,144.20548661609956
rosen lab,sanjay,2018,n.c,2018-06-12,193.89124490366436
rosen lab,sanjay,2018,n.a,2018-06-13,96.32452040329218
rosen lab,sanjay,2018,n.b,2018-06-13,147.81507076561422
rosen lab,sanjay,2018,n.c,2018-06-13,199.30562112793635
rosen lab,sanjay,2018,n.a,2018-06-14,98.0782946221289
rosen lab,sanjay,2018,n.b,2018-06-14,151.32261920328767
rosen lab,sanjay,2018,n.c,2018-06-14,204.5669437844465
rosen lab,sanjay,2018,n.a,2018-06-15,99.781050985045
rosen lab,sanjay,2018,n.b,2018-06-15,154.72813192911985
rosen lab,sanjay,2018,n.c,2018-06-15,209.6752128731948
rosen lab,sanjay,2018,n.a,2018-06-16,101.43278949204051
rosen lab,sanjay,2018,n.b,2018-06-16,158.03160894311088
rosen lab,sanjay,2018,n.c,2018-06-16,214.6304283941813
rosen lab,sanjay,2018,n.a,2018-06-17,103.0335101431154
rosen lab,sanjay,2018,n.b,2018-06-17,161.23305024526064
rosen lab,sanjay,2018,n.c,2018-06-17,219.43259034740595
rosen lab,sanjay,2018,n.a,2018-06-18,104.58321293826967
rosen lab,sanjay,2018,n.b,2018-06-18,164.3324558355692
rosen lab,sanjay,2018,n.c,2018-06-18,224.0816987328688
rosen lab,sanjay,2018,n.a,2018-06-19,106.08189787750334
rosen lab,sanjay,2018,n.b,2018-06-19,167.32982571403653
rosen lab,sanjay,2018,n.c,2018-06-19,228.57775355056978
rosen lab,sanjay,2018,n.a,2018-06-20,107.5295649608164
rosen lab,sanjay,2018,n.b,2018-06-20,170.22515988066266
rosen lab,sanjay,2018,n.c,2018-06-20,232.92075480050897
rosen lab,sanjay,2018,n.a,2018-06-21,108.92621418820883
rosen lab,sanjay,2018,n.b,2018-06-21,173.01845833544752
rosen lab,sanjay,2018,n.c,2018-06-21,237.1107024826863
rosen lab,sanjay,2018,n.a,2018-06-22,110.27184555968068
rosen lab,sanjay,2018,n.b,2018-06-22,175.70972107839123
rosen lab,sanjay,2018,n.c,2018-06-22,241.14759659710185
rosen lab,sanjay,2018,n.a,2018-06-23,111.5664590752319
rosen lab,sanjay,2018,n.b,2018-06-23,178.29894810949367
rosen lab,sanjay,2018,n.c,2018-06-23,245.03143714375548
rosen lab,sanjay,2018,n.a,2018-06-24,112.81005473486253
rosen lab,sanjay,2018,n.b,2018-06-24,180.78613942875492
rosen lab,sanjay,2018,n.c,2018-06-24,248.76222412264738
rosen lab,sanjay,2018,n.a,2018-06-25,114.00263253857254
rosen lab,sanjay,2018,n.b,2018-06-25,183.17129503617494
rosen lab,sanjay,2018,n.c,2018-06-25,252.3399575337774
rosen lab,sanjay,2018,n.a,2018-06-26,115.14419248636194
rosen lab,sanjay,2018,n.b,2018-06-26,185.45441493175372
rosen lab,sanjay,2018,n.c,2018-06-26,255.7646373771456
rosen lab,sanjay,2018,n.a,2018-06-27,116.23473457823073
rosen lab,sanjay,2018,n.b,2018-06-27,187.6354991154913
rosen lab,sanjay,2018,n.c,2018-06-27,259.036263652752
rosen lab,sanjay,2018,n.a,2018-06-28,117.27425881417891
rosen lab,sanjay,2018,n.b,2018-06-28,189.71454758738764
rosen lab,sanjay,2018,n.c,2018-06-28,262.1548363605965
rosen lab,sanjay,2018,n.a,2018-06-29,118.26276519420647
rosen lab,sanjay,2018,n.b,2018-06-29,191.6915603474428
rosen lab,sanjay,2018,n.c,2018-06-29,265.1203555006791
rosen lab,sanjay,2018,n.a,2018-06-30,119.20025371831343
rosen lab,sanjay,2018,n.b,2018-06-30,193.5665373956567
rosen lab,sanjay,2018,n.c,2018-06-30,267.932821073
rosen lab,sanjay,2018,n.a,2018-07-01,120.0867243864998
rosen lab,sanjay,2018,n.b,2018-07-01,195.3394787320294
rosen lab,sanjay,2018,n.c,2018-07-01,270.5922330775591
rosen lab,sanjay,2018,n.a,2018-07-02,120.92217719876551
rosen lab,sanjay,2018,n.b,2018-07-02,197.01038435656088
rosen lab,sanjay,2018,n.c,2018-07-02,273.09859151435626
rosen lab,sanjay,2018,n.a,2018-07-03,121.70661215511063
rosen lab,sanjay,2018,n.b,2018-07-03,198.5792542692511
rosen lab,sanjay,2018,n.c,2018-07-03,275.45189638339167
rosen lab,sanjay,2018,n.a,2018-07-04,122.44002925553514
rosen lab,sanjay,2018,n.b,2018-07-04,200.0460884701001
rosen lab,sanjay,2018,n.c,2018-07-04,277.6521476846651
rosen lab,sanjay,2018,n.a,2018-07-05,123.12242850003908
rosen lab,sanjay,2018,n.b,2018-07-05,201.41088695910798
rosen lab,sanjay,2018,n.c,2018-07-05,279.69934541817696
rosen lab,sanjay,2018,n.a,2018-07-06,123.75380988862237
rosen lab,sanjay,2018,n.b,2018-07-06,202.67364973627457
rosen lab,sanjay,2018,n.c,2018-07-06,281.59348958392684
rosen lab,sanjay,2018,n.a,2018-07-07,124.33417342128506
rosen lab,sanjay,2018,n.b,2018-07-07,203.83437680159994
rosen lab,sanjay,2018,n.c,2018-07-07,283.33458018191493
rosen lab,sanjay,2018,n.a,2018-07-08,124.86351909802713
rosen lab,sanjay,2018,n.b,2018-07-08,204.89306815508408
rosen lab,sanjay,2018,n.c,2018-07-08,284.9226172121412
rosen lab,sanjay,2018,n.a,2018-07-09,125.34184691884859
rosen lab,sanjay,2018,n.b,2018-07-09,217.0582163069695
rosen lab,sanjay,2018,n.c,2018-07-09,308.7745856950905
rosen lab,sanjay,2018,n.a,2018-07-10,125.76915688374946
rosen lab,sanjay,2018,n.b,2018-07-10,217.91283623677126
rosen lab,sanjay,2018,n.c,2018-07-10,310.0565155897931
rosen lab,sanjay,2018,n.a,2018-07-11,126.1454489927297
rosen lab,sanjay,2018,n.b,2018-07-11,218.66542045473173
rosen lab,sanjay,2018,n.c,2018-07-11,311.18539191673386
rosen lab,sanjay,2018,n.a,2018-07-12,126.47072324578933
rosen lab,sanjay,2018,n.b,2018-07-12,219.315968960851
rosen lab,sanjay,2018,n.c,2018-07-12,312.16121467591273
rosen lab,sanjay,2018,n.a,2018-07-13,126.74497964292836
rosen lab,sanjay,2018,n.b,2018-07-13,219.86448175512902
rosen lab,sanjay,2018,n.c,2018-07-13,312.9839838673298
rosen lab,sanjay,2018,n.a,2018-07-14,126.96821818414679
rosen lab,sanjay,2018,n.b,2018-07-14,220.31095883756592
rosen lab,sanjay,2018,n.c,2018-07-14,313.6536994909851
rosen lab,sanjay,2018,n.a,2018-07-15,127.1404388694446
rosen lab,sanjay,2018,n.b,2018-07-15,220.6554002081615
rosen lab,sanjay,2018,n.c,2018-07-15,314.1703615468785
rosen lab,sanjay,2018,n.a,2018-07-16,127.26164169882179
rosen lab,sanjay,2018,n.b,2018-07-16,232.1062983771584
rosen lab,sanjay,2018,n.c,2018-07-16,336.9509550554951
rosen lab,sanjay,2018,n.a,2018-07-17,127.33182667227837
rosen lab,sanjay,2018,n.b,2018-07-17,232.24666832407155
rosen lab,sanjay,2018,n.c,2018-07-17,337.16150997586476
rosen lab,sanjay,2018,n.a,2018-07-18,127.35138795141457
rosen lab,sanjay,2018,n.b,2018-07-18,232.28579088234397
rosen lab,sanjay,2018,n.c,2018-07-18,337.2201938132734
rosen lab,sanjay,2018,n.a,2018-07-19,127.35138795141457
rosen lab,sanjay,2018,n.b,2018-07-19,232.28579088234397
rosen lab,sanjay,2018,n.c,2018-07-19,337.2201938132734
rosen lab,sanjay,2018,n.a,2018-07-20,127.35138795141457
rosen lab,sanjay,2018,n.b,2018-07-20,232.28579088234397
rosen lab,sanjay,2018,n.c,2018-07-20,337.2201938132734
rosen lab,sanjay,2018,n.a,2018-07-21,127.35138795141457
rosen lab,sanjay,2018,n.b,2018-07-21,232.28579088234397
rosen lab,sanjay,2018,n.c,2018-07-21,337.2201938132734
rosen lab,sanjay,2018,n.a,2018-07-22,127.35138795141457
rosen lab,sanjay,2018,n.b,2018-07-22,232.28579088234397
rosen lab,sanjay,2018,n.c,2018-07-22,337.2201938132734
rosen lab,sanjay,2018,n.a,2018-07-23,127.35138795141457
rosen lab,sanjay,2018,n.b,2018-07-23,243.49428339258645
rosen lab,sanjay,2018,n.c,2018-07-23,359.6371788337584
rosen lab,sanjay,2018,n.a,2018-07-24,127.35138795141457
rosen lab,sanjay,2018,n.b,2018-07-24,243.49428339258645
rosen lab,sanjay,2018,n.c,2018-07-24,359.6371788337584
rosen lab,sanjay,2018,n.a,2018-07-25,127.35138795141457
rosen lab,sanjay,2018,n.b,2018-07-25,243.49428339258645
rosen lab,sanjay,2018,n.c,2018-07-25,359.6371788337584
rosen lab,sanjay,2018,n.a,2018-07-26,127.35138795141457
rosen lab,sanjay,2018,n.b,2018-07-26,243.49428339258645
rosen lab,sanjay,2018,n.c,2018-07-26,359.6371788337584
rosen lab,sanjay,2018,n.a,2018-07-27,127.35138795141457
rosen lab,sanjay,2018,n.b,2018-07-27,243.49428339258645
rosen lab,sanjay,2018,n.c,2018-07-27,359.6371788337584
rosen lab,sanjay,2018,n.a,2018-07-28,127.35138795141457
rosen lab,sanjay,2018,n.b,2018-07-28,243.49428339258645
rosen lab,sanjay,2018,n.c,2018-07-28,359.6371788337584
rosen lab,sanjay,2018,n.a,2018-07-29,127.35138795141457
rosen lab,sanjay,2018,n.b,2018-07-29,243.49428339258645
rosen lab,sanjay,2018,n.c,2018-07-29,359.6371788337584
rosen lab,sanjay,2018,n.a,2018-07-30,127.35138795141457
rosen lab,sanjay,2018,n.b,2018-07-30,254.70277590282896
rosen lab,sanjay,2018,n.c,2018-07-30,382.05416385424337
rosen lab,sanjay,2018,n.a,2018-07-31,127.35138795141457
rosen lab,sanjay,2018,n.b,2018-07-31,254.70277590282896
rosen lab,sanjay,2018,n.c,2018-07-31,382.05416385424337
rosen lab,sanjay,2018,n.a,2018-08-01,127.35138795141457
rosen lab,sanjay,2018,n.b,2018-08-01,254.70277590282896
rosen lab,sanjay,2018,n.c,2018-08-01,382.05416385424337
rosen lab,sanjay,2018,n.a,2018-08-02,127.35138795141457
rosen lab,sanjay,2018,n.b,2018-08-02,254.70277590282896
rosen lab,sanjay,2018,n.c,2018-08-02,382.05416385424337
rosen lab,sanjay,2018,n.a,2018-08-03,127.35138795141457
rosen lab,sanjay,2018,n.b,2018-08-03,254.70277590282896
rosen lab,sanjay,2018,n.c,2018-08-03,382.05416385424337
rosen lab,sanjay,2018,n.a,2018-08-04,127.35138795141457
rosen lab,sanjay,2018,n.b,2018-08-04,254.70277590282896
rosen lab,sanjay,2018,n.c,2018-08-04,382.05416385424337
rosen lab,sanjay,2018,n.a,2018-08-05,127.35138795141457
rosen lab,sanjay,2018,n.b,2018-08-05,254.70277590282896
rosen lab,sanjay,2018,n.c,2018-08-05,382.05416385424337
rosen lab,sanjay,2018,n.a,2018-08-06,127.35138795141457
rosen lab,sanjay,2018,n.b,2018-08-06,254.70277590282896
rosen lab,sanjay,2018,n.c,2018-08-06,382.05416385424337
rosen lab,sanjay,2018,n.a,2018-08-07,127.35138795141457
rosen lab,sanjay,2018,n.b,2018-08-07,254.70277590282896
rosen lab,sanjay,2018,n.c,2018-08-07,382.05416385424337
rosen lab,sanjay,2018,n.a,2018-08-08,127.35138795141457
rosen lab,sanjay,2018,n.b,2018-08-08,254.70277590282896
rosen lab,sanjay,2018,n.c,2018-08-08,382.05416385424337
rosen lab,sanjay,2018,n.a,2018-08-09,127.35138795141457
rosen lab,sanjay,2018,n.b,2018-08-09,254.70277590282896
rosen lab,sanjay,2018,n.c,2018-08-09,382.05416385424337
rosen lab,sanjay,2018,n.a,2018-08-10,127.35138795141457
rosen lab,sanjay,2018,n.b,2018-08-10,254.70277590282896
rosen lab,sanjay,2018,n.c,2018-08-10,382.05416385424337
rosen lab,sanjay,2018,n.a,2018-08-11,127.35138795141457
rosen lab,sanjay,2018,n.b,2018-08-11,254.70277590282896
rosen lab,sanjay,2018,n.c,2018-08-11,382.05416385424337
rosen lab,sanjay,2018,n.a,2018-08-12,127.35138795141457
rosen lab,sanjay,2018,n.b,2018-08-12,254.70277590282896
rosen lab,sanjay,2018,n.c,2018-08-12,382.05416385424337
rosen lab,sanjay,2018,n.a,2018-08-13,127.35138795141457
rosen lab,sanjay,2018,n.b,2018-08-13,254.70277590282896
rosen lab,sanjay,2018,n.c,2018-08-13,382.05416385424337
rosen lab,sanjay,2018,n.a,2018-08-14,127.35138795141457
rosen lab,sanjay,2018,n.b,2018-08-14,254.70277590282896
rosen lab,sanjay,2018,n.c,2018-08-14,382.05416385424337
rosen lab,sanjay,2018,n.a,2018-08-15,127.35138795141457
rosen lab,sanjay,2018,n.b,2018-08-15,254.70277590282896
rosen lab,sanjay,2018,n.c,2018-08-15,382.05416385424337
rosen lab,sanjay,2018,n.a,2018-08-16,127.35138795141457
rosen lab,sanjay,2018,n.b,2018-08-16,254.70277590282896
rosen lab,sanjay,2018,n.c,2018-08-16,382.05416385424337
rosen lab,sanjay,2018,n.a,2018-08-17,127.35138795141457
rosen lab,sanjay,2018,n.b,2018-08-17,254.70277590282896
rosen lab,sanjay,2018,n.c,2018-08-17,382.05416385424337
rosen lab,sanjay,2018,n.a,2018-08-18,127.35138795141457
rosen lab,sanjay,2018,n.b,2018-08-18,254.70277590282896
rosen lab,sanjay,2018,n.c,2018-08-18,382.05416385424337
rosen lab,sanjay,2018,n.a,2018-08-19,127.35138795141457
rosen lab,sanjay,2018,n.b,2018-08-19,254.70277590282896
rosen lab,sanjay,2018,n.c,2018-08-19,382.05416385424337
rosen lab,sanjay,2018,n.a,2018-08-20,127.35138795141457
rosen lab,sanjay,2018,n.b,2018-08-20,254.70277590282896
rosen lab,sanjay,2018,n.c,2018-08-20,382.05416385424337
rosen lab,sanjay,2018,n.a,2018-08-21,127.35138795141457
rosen lab,sanjay,2018,n.b,2018-08-21,254.70277590282896
rosen lab,sanjay,2018,n.c,2018-08-21,382.05416385424337
rosen lab,sanjay,2018,n.a,2018-08-22,127.35138795141457
rosen lab,sanjay,2018,n.b,2018-08-22,254.70277590282896
rosen lab,sanjay,2018,n.c,2018-08-22,382.05416385424337
rosen lab,sanjay,2018,n.a,2018-08-23,127.35138795141457
rosen lab,sanjay,2018,n.b,2018-08-23,254.70277590282896
rosen lab,sanjay,2018,n.c,2018-08-23,382.05416385424337
rosen lab,sanjay,2018,n.a,2018-08-24,127.35138795141457
rosen lab,sanjay,2018,n.b,2018-08-24,254.70277590282896
rosen lab,sanjay,2018,n.c,2018-08-24,382.05416385424337
rosen lab,sanjay,2018,n.a,2018-08-25,127.35138795141457
rosen lab,sanjay,2018,n.b,2018-08-25,254.70277590282896
rosen lab,sanjay,2018,n.c,2018-08-25,382.05416385424337
rosen lab,sanjay,2018,n.a,2018-08-26,127.35138795141457
rosen lab,sanjay,2018,n.b,2018-08-26,254.70277590282896
rosen lab,sanjay,2018,n.c,2018-08-26,382.05416385424337
rosen lab,sanjay,2018,n.a,2018-08-27,127.35138795141457
rosen lab,sanjay,2018,n.b,2018-08-27,254.70277590282896
rosen lab,sanjay,2018,n.c,2018-08-27,382.05416385424337
rosen lab,sanjay,2018,n.a,2018-08-28,127.35138795141457
rosen lab,sanjay,2018,n.b,2018-08-28,254.70277590282896
rosen lab,sanjay,2018,n.c,2018-08-28,382.05416385424337
rosen lab,sanjay,2018,n.a,2018-08-29,127.35138795141457
rosen lab,sanjay,2018,n.b,2018-08-29,254.70277590282896
rosen lab,sanjay,2018,n.c,2018-08-29,382.05416385424337
rosen lab,sanjay,2018,n.a,2018-08-30,127.35138795141457
rosen lab,sanjay,2018,n.b,2018-08-30,254.70277590282896
rosen lab,sanjay,2018,n.c,2018-08-30,382.05416385424337
rosen lab,sanjay,2018,n.a,2018-08-31,127.35138795141457
rosen lab,sanjay,2018,n.b,2018-08-31,254.70277590282896
