location,variety,index,date,study,year,rate_n_kgha,biomass_Mgha,n_pct
Belgium,Bintje,75,1997-06-10,Masnuy,1997,144.0, 0.843,5.638
Belgium,Bintje,76,1997-07-01,Masnuy,1997,  0.0, 4.053,2.973
Belgium,Bintje,76,1997-07-01,Masnuy,1997, 58.0, 5.631,3.506
Belgium,Bintje,76,1997-07-01,Masnuy,1997, 87.0, 4.509,3.099
Belgium,Bintje,76,1997-07-01,Masnuy,1997,115.0, 4.675,3.518
Belgium,Bintje,76,1997-07-01,Masnuy,1997,144.0, 4.947,3.902
Belgium,Bintje,77,1997-07-24,Masnuy,1997,  0.0,10.419,1.391
Belgium,Bintje,77,1997-07-24,Masnuy,1997, 58.0,11.762,1.900
Belgium,Bintje,77,1997-07-24,Masnuy,1997, 87.0,11.242,1.960
Belgium,Bintje,77,1997-07-24,Masnuy,1997,115.0, 9.430,1.995
Belgium,Bintje,77,1997-07-24,Masnuy,1997,144.0,10.579,2.319
Belgium,Bintje,78,1999-06-28,Pontillas,1999,  0.0, 2.640,2.081
Belgium,Bintje,78,1999-06-28,Pontillas,1999, 88.0, 3.312,3.286
Belgium,Bintje,78,1999-06-28,Pontillas,1999,125.0, 3.311,3.808
Belgium,Bintje,78,1999-06-28,Pontillas,1999,163.0, 3.357,3.696
Belgium,Bintje,79,2000-07-19,Roisin,2000,  0.0, 2.433,2.251
Belgium,Bintje,79,2000-07-19,Roisin,2000,102.0, 2.876,2.643
Belgium,Bintje,79,2000-07-19,Roisin,2000,145.0, 2.679,2.832
Belgium,Bintje,79,2000-07-19,Roisin,2000,189.0, 2.600,2.984
Minnesota,Russet Burbank,82,1991-06-24,MN-1,1991,  0.0, 1.173,2.528
Minnesota,Russet Burbank,82,1991-06-24,MN-1,1991,269.0, 3.170,3.396
Minnesota,Russet Burbank,82,1991-06-24,MN-1,1991,269.0, 2.277,4.438
Minnesota,Russet Burbank,82,1991-06-24,MN-1,1991,269.0, 3.008,3.790
Minnesota,Russet Burbank,82,1991-06-24,MN-1,1991,269.0, 2.944,3.393
Minnesota,Russet Burbank,82,1991-06-24,MN-1,1991,269.0, 2.912,4.149
Minnesota,Russet Burbank,82,1991-06-24,MN-1,1991,179.3, 2.352,3.851
Minnesota,Russet Burbank,82,1991-06-24,MN-1,1991,179.3, 1.948,3.825
Minnesota,Russet Burbank,82,1991-06-24,MN-1,1991,134.5, 2.260,3.709
Minnesota,Russet Burbank,82,1991-06-24,MN-1,1991,224.2, 2.126,4.052
Minnesota,Russet Burbank,83,1991-07-02,MN-1,1991,  0.0, 1.760,1.721
Minnesota,Russet Burbank,83,1991-07-02,MN-1,1991,269.0, 3.463,2.462
Minnesota,Russet Burbank,83,1991-07-02,MN-1,1991,269.0, 2.777,3.899
Minnesota,Russet Burbank,83,1991-07-02,MN-1,1991,269.0, 4.942,3.130
Minnesota,Russet Burbank,83,1991-07-02,MN-1,1991,269.0, 3.793,3.143
Minnesota,Russet Burbank,83,1991-07-02,MN-1,1991,269.0, 4.144,2.839
Minnesota,Russet Burbank,83,1991-07-02,MN-1,1991,179.3, 2.475,3.675
Minnesota,Russet Burbank,83,1991-07-02,MN-1,1991,179.3, 4.938,2.149
Minnesota,Russet Burbank,83,1991-07-02,MN-1,1991,134.5, 4.422,2.405
Minnesota,Russet Burbank,83,1991-07-02,MN-1,1991,224.2, 3.241,3.159
Minnesota,Russet Burbank,84,1991-07-16,MN-1,1991,  0.0, 4.419,1.160
Minnesota,Russet Burbank,84,1991-07-16,MN-1,1991,269.0, 8.157,1.252
Minnesota,Russet Burbank,84,1991-07-16,MN-1,1991,269.0, 7.084,2.866
Minnesota,Russet Burbank,84,1991-07-16,MN-1,1991,269.0, 6.547,2.146
Minnesota,Russet Burbank,84,1991-07-16,MN-1,1991,269.0, 5.106,2.194
Minnesota,Russet Burbank,84,1991-07-16,MN-1,1991,269.0, 7.342,1.733
Minnesota,Russet Burbank,84,1991-07-16,MN-1,1991,179.3, 6.197,2.303
Minnesota,Russet Burbank,84,1991-07-16,MN-1,1991,179.3, 7.194,1.502
Minnesota,Russet Burbank,84,1991-07-16,MN-1,1991,134.5, 7.186,1.358
Minnesota,Russet Burbank,84,1991-07-16,MN-1,1991,224.2, 5.309,2.208
Minnesota,Russet Burbank,85,1991-07-30,MN-1,1991,  0.0, 6.706,1.028
Minnesota,Russet Burbank,85,1991-07-30,MN-1,1991,269.0, 7.093,1.336
Minnesota,Russet Burbank,85,1991-07-30,MN-1,1991,269.0, 8.471,2.037
Minnesota,Russet Burbank,85,1991-07-30,MN-1,1991,269.0,10.974,2.136
Minnesota,Russet Burbank,85,1991-07-30,MN-1,1991,269.0, 8.224,1.562
Minnesota,Russet Burbank,85,1991-07-30,MN-1,1991,269.0, 9.284,1.475
Minnesota,Russet Burbank,85,1991-07-30,MN-1,1991,179.3, 7.131,1.077
Minnesota,Russet Burbank,85,1991-07-30,MN-1,1991,179.3, 9.526,1.031
Minnesota,Russet Burbank,85,1991-07-30,MN-1,1991,134.5, 9.068,1.258
Minnesota,Russet Burbank,85,1991-07-30,MN-1,1991,224.2, 8.649,2.036
Minnesota,Russet Burbank,86,1991-08-13,MN-1,1991,  0.0, 8.439,0.549
Minnesota,Russet Burbank,86,1991-08-13,MN-1,1991,269.0,12.142,1.049
Minnesota,Russet Burbank,86,1991-08-13,MN-1,1991,269.0,11.388,2.256
Minnesota,Russet Burbank,86,1991-08-13,MN-1,1991,269.0,13.740,2.061
Minnesota,Russet Burbank,86,1991-08-13,MN-1,1991,269.0,11.754,1.746
Minnesota,Russet Burbank,86,1991-08-13,MN-1,1991,269.0,12.443,1.581
Minnesota,Russet Burbank,86,1991-08-13,MN-1,1991,179.3,11.700,1.661
Minnesota,Russet Burbank,86,1991-08-13,MN-1,1991,179.3,11.819,0.792
Minnesota,Russet Burbank,86,1991-08-13,MN-1,1991,134.5,10.877,0.862
Minnesota,Russet Burbank,86,1991-08-13,MN-1,1991,224.2,10.769,1.242
Minnesota,Russet Burbank,87,1991-09-05,MN-1,1991,  0.0,10.023,0.778
Minnesota,Russet Burbank,87,1991-09-05,MN-1,1991,269.0,15.916,0.770
Minnesota,Russet Burbank,87,1991-09-05,MN-1,1991,269.0,17.624,1.052
Minnesota,Russet Burbank,87,1991-09-05,MN-1,1991,269.0,17.869,0.991
Minnesota,Russet Burbank,87,1991-09-05,MN-1,1991,269.0,17.403,0.933
Minnesota,Russet Burbank,87,1991-09-05,MN-1,1991,269.0,16.458,0.883
Minnesota,Russet Burbank,87,1991-09-05,MN-1,1991,179.3,17.858,0.958
Minnesota,Russet Burbank,87,1991-09-05,MN-1,1991,179.3,17.061,0.808
Minnesota,Russet Burbank,87,1991-09-05,MN-1,1991,134.5,16.247,0.849
Minnesota,Russet Burbank,87,1991-09-05,MN-1,1991,224.2,16.938,1.130
Minnesota,Russet Burbank,90,1992-06-25,MN-1,1992,  0.0, 2.463,1.664
Minnesota,Russet Burbank,90,1992-06-25,MN-1,1992,269.0, 3.125,3.851
Minnesota,Russet Burbank,90,1992-06-25,MN-1,1992,269.0, 3.719,3.487
Minnesota,Russet Burbank,90,1992-06-25,MN-1,1992,269.0, 4.442,3.346
Minnesota,Russet Burbank,90,1992-06-25,MN-1,1992,269.0, 3.601,3.641
Minnesota,Russet Burbank,90,1992-06-25,MN-1,1992,269.0, 4.370,3.862
Minnesota,Russet Burbank,90,1992-06-25,MN-1,1992,179.3, 3.378,3.695
Minnesota,Russet Burbank,90,1992-06-25,MN-1,1992,179.3, 4.384,3.162
Minnesota,Russet Burbank,90,1992-06-25,MN-1,1992,134.5, 3.851,3.555
Minnesota,Russet Burbank,90,1992-06-25,MN-1,1992,224.2, 4.135,3.370
Minnesota,Russet Burbank,91,1992-07-17,MN-1,1992,  0.0, 5.116,0.996
Minnesota,Russet Burbank,91,1992-07-17,MN-1,1992,269.0, 9.187,2.103
Minnesota,Russet Burbank,91,1992-07-17,MN-1,1992,269.0, 9.379,2.405
Minnesota,Russet Burbank,91,1992-07-17,MN-1,1992,269.0,10.147,2.348
Minnesota,Russet Burbank,91,1992-07-17,MN-1,1992,269.0, 9.321,2.329
Minnesota,Russet Burbank,91,1992-07-17,MN-1,1992,269.0, 9.397,2.233
Minnesota,Russet Burbank,91,1992-07-17,MN-1,1992,179.3,10.297,1.969
Minnesota,Russet Burbank,91,1992-07-17,MN-1,1992,179.3, 9.052,1.638
Minnesota,Russet Burbank,91,1992-07-17,MN-1,1992,134.5, 9.573,1.687
Minnesota,Russet Burbank,91,1992-07-17,MN-1,1992,224.2,10.190,1.965
Minnesota,Russet Burbank,92,1992-08-05,MN-1,1992,  0.0, 6.961,0.898
Minnesota,Russet Burbank,92,1992-08-05,MN-1,1992,269.0,14.294,1.722
Minnesota,Russet Burbank,92,1992-08-05,MN-1,1992,269.0,14.818,1.821
Minnesota,Russet Burbank,92,1992-08-05,MN-1,1992,269.0,15.855,1.637
Minnesota,Russet Burbank,92,1992-08-05,MN-1,1992,269.0,12.586,1.814
Minnesota,Russet Burbank,92,1992-08-05,MN-1,1992,269.0,12.726,1.781
Minnesota,Russet Burbank,92,1992-08-05,MN-1,1992,179.3,14.998,1.550
Minnesota,Russet Burbank,92,1992-08-05,MN-1,1992,179.3,12.601,1.238
Minnesota,Russet Burbank,92,1992-08-05,MN-1,1992,134.5,13.200,1.282
Minnesota,Russet Burbank,92,1992-08-05,MN-1,1992,224.2,15.080,1.618
Minnesota,Russet Burbank,93,1992-08-26,MN-1,1992,  0.0, 8.439,1.168
Minnesota,Russet Burbank,93,1992-08-26,MN-1,1992,269.0,16.415,1.722
Minnesota,Russet Burbank,93,1992-08-26,MN-1,1992,269.0,13.943,1.615
Minnesota,Russet Burbank,93,1992-08-26,MN-1,1992,269.0,17.810,1.491
Minnesota,Russet Burbank,93,1992-08-26,MN-1,1992,269.0,14.990,1.509
Minnesota,Russet Burbank,93,1992-08-26,MN-1,1992,269.0,17.201,1.556
Minnesota,Russet Burbank,93,1992-08-26,MN-1,1992,179.3,16.680,1.541
Minnesota,Russet Burbank,93,1992-08-26,MN-1,1992,179.3,14.014,1.198
Minnesota,Russet Burbank,93,1992-08-26,MN-1,1992,134.5,15.224,1.265
Minnesota,Russet Burbank,93,1992-08-26,MN-1,1992,224.2,15.636,1.565
Minnesota,Russet Burbank,94,1992-09-08,MN-1,1992,  0.0, 8.473,0.624
Minnesota,Russet Burbank,94,1992-09-08,MN-1,1992,269.0,15.335,1.690
Minnesota,Russet Burbank,94,1992-09-08,MN-1,1992,269.0,16.290,1.527
Minnesota,Russet Burbank,94,1992-09-08,MN-1,1992,269.0,15.551,1.668
Minnesota,Russet Burbank,94,1992-09-08,MN-1,1992,269.0,16.005,1.543
Minnesota,Russet Burbank,94,1992-09-08,MN-1,1992,269.0,15.986,1.592
Minnesota,Russet Burbank,94,1992-09-08,MN-1,1992,179.3,14.222,1.518
Minnesota,Russet Burbank,94,1992-09-08,MN-1,1992,179.3,13.729,1.155
Minnesota,Russet Burbank,94,1992-09-08,MN-1,1992,134.5,13.983,1.494
Minnesota,Russet Burbank,94,1992-09-08,MN-1,1992,224.2,14.502,1.473
Minnesota,Russet Burbank,95,2016-06-27,MN-3,2016, 44.8, 1.505,3.017
Minnesota,Russet Burbank,95,2016-06-27,MN-3,2016,179.3, 2.119,4.486
Minnesota,Russet Burbank,95,2016-06-27,MN-3,2016,336.3, 1.982,4.598
Minnesota,Russet Burbank,95,2016-06-27,MN-3,2016,246.6, 2.001,4.582
Minnesota,Russet Burbank,96,2016-07-12,MN-3,2016, 44.8, 4.805,1.797
Minnesota,Russet Burbank,96,2016-07-12,MN-3,2016,179.3, 4.821,3.041
Minnesota,Russet Burbank,96,2016-07-12,MN-3,2016,336.3, 5.463,3.439
Minnesota,Russet Burbank,96,2016-07-12,MN-3,2016,246.6, 5.531,2.881
Minnesota,Russet Burbank,97,2016-07-25,MN-3,2016, 44.8, 8.674,1.216
Minnesota,Russet Burbank,97,2016-07-25,MN-3,2016,179.3,10.064,2.084
Minnesota,Russet Burbank,97,2016-07-25,MN-3,2016,336.3,11.006,2.702
Minnesota,Russet Burbank,97,2016-07-25,MN-3,2016,246.6,10.312,2.382
Minnesota,Russet Burbank,98,2016-08-02,MN-3,2016, 44.8, 9.413,1.083
Minnesota,Russet Burbank,98,2016-08-02,MN-3,2016,179.3, 9.965,1.733
Minnesota,Russet Burbank,98,2016-08-02,MN-3,2016,336.3,11.080,2.567
Minnesota,Russet Burbank,98,2016-08-02,MN-3,2016,246.6,10.409,2.024
Minnesota,Russet Burbank,99,2016-08-09,MN-3,2016, 44.8, 9.909,1.031
Minnesota,Russet Burbank,99,2016-08-09,MN-3,2016,179.3,11.655,1.695
Minnesota,Russet Burbank,99,2016-08-09,MN-3,2016,336.3,12.029,2.382
Minnesota,Russet Burbank,99,2016-08-09,MN-3,2016,246.6,10.644,2.151
Minnesota,Russet Burbank,100,2016-09-13,MN-3,2016, 44.8,10.655,0.922
Minnesota,Russet Burbank,100,2016-09-13,MN-3,2016,179.3,13.389,1.242
Minnesota,Russet Burbank,100,2016-09-13,MN-3,2016,336.3,16.216,1.538
Minnesota,Russet Burbank,100,2016-09-13,MN-3,2016,246.6,17.785,1.583
Minnesota,Russet Burbank,101,2020-06-24,MN-6,2020, 56.0, 2.158,3.117
Minnesota,Russet Burbank,101,2020-06-24,MN-6,2020,156.9, 2.759,4.050
Minnesota,Russet Burbank,101,2020-06-24,MN-6,2020,336.3, 2.263,4.568
Minnesota,Russet Burbank,101,2020-06-24,MN-6,2020,269.0, 2.212,4.786
Minnesota,Russet Burbank,101,2020-06-24,MN-6,2020,291.4, 3.053,4.247
Minnesota,Russet Burbank,101,2020-06-24,MN-6,2020,291.4, 2.449,4.371
Minnesota,Russet Burbank,101,2020-06-24,MN-6,2020,291.4, 2.966,4.133
Minnesota,Russet Burbank,101,2020-06-24,MN-6,2020,246.6, 2.358,4.329
Minnesota,Russet Burbank,102,2020-07-07,MN-6,2020, 56.0, 5.214,1.699
Minnesota,Russet Burbank,102,2020-07-07,MN-6,2020,156.9, 5.211,3.007
Minnesota,Russet Burbank,102,2020-07-07,MN-6,2020,336.3, 5.110,3.599
Minnesota,Russet Burbank,102,2020-07-07,MN-6,2020,269.0, 4.531,3.579
Minnesota,Russet Burbank,102,2020-07-07,MN-6,2020,291.4, 6.278,2.974
Minnesota,Russet Burbank,102,2020-07-07,MN-6,2020,291.4, 5.597,3.463
Minnesota,Russet Burbank,102,2020-07-07,MN-6,2020,291.4, 5.808,3.345
Minnesota,Russet Burbank,102,2020-07-07,MN-6,2020,246.6, 5.265,3.185
Minnesota,Russet Burbank,103,2020-07-22,MN-6,2020, 56.0, 8.352,1.177
Minnesota,Russet Burbank,103,2020-07-22,MN-6,2020,156.9, 9.648,1.827
Minnesota,Russet Burbank,103,2020-07-22,MN-6,2020,336.3, 8.320,2.794
Minnesota,Russet Burbank,103,2020-07-22,MN-6,2020,269.0, 8.712,2.405
Minnesota,Russet Burbank,103,2020-07-22,MN-6,2020,291.4, 9.890,2.393
Minnesota,Russet Burbank,103,2020-07-22,MN-6,2020,291.4, 8.874,2.369
Minnesota,Russet Burbank,103,2020-07-22,MN-6,2020,291.4, 8.824,2.583
Minnesota,Russet Burbank,103,2020-07-22,MN-6,2020,246.6, 9.466,2.027
Minnesota,Russet Burbank,104,2020-08-04,MN-6,2020, 56.0,12.838,1.023
Minnesota,Russet Burbank,104,2020-08-04,MN-6,2020,156.9,13.804,1.418
Minnesota,Russet Burbank,104,2020-08-04,MN-6,2020,336.3,12.722,2.223
Minnesota,Russet Burbank,104,2020-08-04,MN-6,2020,269.0,13.615,1.851
Minnesota,Russet Burbank,104,2020-08-04,MN-6,2020,291.4,15.027,1.859
Minnesota,Russet Burbank,104,2020-08-04,MN-6,2020,291.4,15.892,1.946
Minnesota,Russet Burbank,104,2020-08-04,MN-6,2020,291.4,15.115,2.024
Minnesota,Russet Burbank,104,2020-08-04,MN-6,2020,246.6,13.474,1.565
Minnesota,Russet Burbank,105,2020-09-15,MN-6,2020, 56.0,11.768,0.828
Minnesota,Russet Burbank,105,2020-09-15,MN-6,2020,156.9,14.680,0.909
Minnesota,Russet Burbank,105,2020-09-15,MN-6,2020,336.3,13.410,1.265
Minnesota,Russet Burbank,105,2020-09-15,MN-6,2020,269.0,14.030,1.175
Minnesota,Russet Burbank,105,2020-09-15,MN-6,2020,291.4,14.576,1.170
Minnesota,Russet Burbank,105,2020-09-15,MN-6,2020,291.4,14.270,1.151
Minnesota,Russet Burbank,105,2020-09-15,MN-6,2020,291.4,12.866,1.223
Minnesota,Russet Burbank,105,2020-09-15,MN-6,2020,246.6,14.875,1.026
Minnesota,Russet Burbank,106,2019-06-25,MN-5,2019, 44.8, 2.032,2.883
Minnesota,Russet Burbank,106,2019-06-25,MN-5,2019,156.9, 2.434,3.990
Minnesota,Russet Burbank,106,2019-06-25,MN-5,2019,246.6, 1.980,4.294
Minnesota,Russet Burbank,106,2019-06-25,MN-5,2019,336.3, 1.913,4.891
Minnesota,Russet Burbank,106,2019-06-25,MN-5,2019,156.9, 2.051,4.363
Minnesota,Russet Burbank,106,2019-06-25,MN-5,2019,246.6, 2.106,3.850
Minnesota,Russet Burbank,106,2019-06-25,MN-5,2019,336.3, 1.994,4.666
Minnesota,Russet Burbank,106,2019-06-25,MN-5,2019,291.4, 1.982,4.128
Minnesota,Russet Burbank,107,2019-07-09,MN-5,2019, 44.8, 4.821,1.580
Minnesota,Russet Burbank,107,2019-07-09,MN-5,2019,156.9, 5.650,1.920
Minnesota,Russet Burbank,107,2019-07-09,MN-5,2019,246.6, 5.386,2.208
Minnesota,Russet Burbank,107,2019-07-09,MN-5,2019,336.3, 5.647,2.655
Minnesota,Russet Burbank,107,2019-07-09,MN-5,2019,156.9, 5.320,1.967
Minnesota,Russet Burbank,107,2019-07-09,MN-5,2019,246.6, 5.574,1.884
Minnesota,Russet Burbank,107,2019-07-09,MN-5,2019,336.3, 4.961,2.003
Minnesota,Russet Burbank,107,2019-07-09,MN-5,2019,291.4, 5.119,2.243
Minnesota,Russet Burbank,108,2019-07-23,MN-5,2019, 44.8, 9.187,0.928
Minnesota,Russet Burbank,108,2019-07-23,MN-5,2019,156.9,10.092,1.415
Minnesota,Russet Burbank,108,2019-07-23,MN-5,2019,246.6, 9.898,1.662
Minnesota,Russet Burbank,108,2019-07-23,MN-5,2019,336.3, 8.906,1.962
Minnesota,Russet Burbank,108,2019-07-23,MN-5,2019,156.9, 8.630,1.287
Minnesota,Russet Burbank,108,2019-07-23,MN-5,2019,246.6, 9.763,1.291
Minnesota,Russet Burbank,108,2019-07-23,MN-5,2019,336.3, 9.159,1.270
Minnesota,Russet Burbank,108,2019-07-23,MN-5,2019,291.4, 8.693,1.635
Minnesota,Russet Burbank,109,2019-08-06,MN-5,2019, 44.8, 9.759,0.860
Minnesota,Russet Burbank,109,2019-08-06,MN-5,2019,156.9,11.801,1.365
Minnesota,Russet Burbank,109,2019-08-06,MN-5,2019,246.6,12.727,1.354
Minnesota,Russet Burbank,109,2019-08-06,MN-5,2019,336.3,11.101,1.823
Minnesota,Russet Burbank,109,2019-08-06,MN-5,2019,156.9, 9.696,1.088
Minnesota,Russet Burbank,109,2019-08-06,MN-5,2019,246.6,10.870,1.432
Minnesota,Russet Burbank,109,2019-08-06,MN-5,2019,336.3,14.521,1.545
Minnesota,Russet Burbank,109,2019-08-06,MN-5,2019,291.4,12.574,1.687
Minnesota,Russet Burbank,110,2019-08-21,MN-5,2019, 44.8,10.918,0.676
Minnesota,Russet Burbank,110,2019-08-21,MN-5,2019,156.9,14.349,0.962
Minnesota,Russet Burbank,110,2019-08-21,MN-5,2019,246.6,13.726,1.169
Minnesota,Russet Burbank,110,2019-08-21,MN-5,2019,336.3,13.588,1.354
Minnesota,Russet Burbank,110,2019-08-21,MN-5,2019,156.9,12.124,0.824
Minnesota,Russet Burbank,110,2019-08-21,MN-5,2019,246.6,13.350,1.173
Minnesota,Russet Burbank,110,2019-08-21,MN-5,2019,336.3,12.425,1.375
Minnesota,Russet Burbank,110,2019-08-21,MN-5,2019,291.4,12.259,1.302
Minnesota,Russet Burbank,111,2019-09-16,MN-5,2019, 44.8,10.668,0.860
Minnesota,Russet Burbank,111,2019-09-16,MN-5,2019,156.9,13.393,0.903
Minnesota,Russet Burbank,111,2019-09-16,MN-5,2019,246.6,14.015,1.065
Minnesota,Russet Burbank,111,2019-09-16,MN-5,2019,336.3,13.168,1.055
Minnesota,Russet Burbank,111,2019-09-16,MN-5,2019,156.9,11.629,0.775
Minnesota,Russet Burbank,111,2019-09-16,MN-5,2019,246.6,13.488,1.014
Minnesota,Russet Burbank,111,2019-09-16,MN-5,2019,336.3,11.903,1.161
Minnesota,Russet Burbank,111,2019-09-16,MN-5,2019,291.4,13.217,1.144
Minnesota,Clearwater,112,2018-06-26,MN-4,2018,134.5, 1.282,5.092
Minnesota,Clearwater,112,2018-06-26,MN-4,2018,269.0, 2.780,4.947
Minnesota,Clearwater,112,2018-06-26,MN-4,2018,403.5, 1.201,5.759
Minnesota,Clearwater,113,2018-07-10,MN-4,2018,134.5, 3.849,2.364
Minnesota,Clearwater,113,2018-07-10,MN-4,2018,269.0, 4.049,3.113
Minnesota,Clearwater,113,2018-07-10,MN-4,2018,403.5, 4.156,3.428
Minnesota,Clearwater,114,2018-07-18,MN-4,2018,134.5, 4.993,1.699
Minnesota,Clearwater,114,2018-07-18,MN-4,2018,269.0, 5.119,2.328
Minnesota,Clearwater,114,2018-07-18,MN-4,2018,403.5, 5.648,2.981
Minnesota,Clearwater,115,2018-08-01,MN-4,2018,134.5, 6.685,1.239
Minnesota,Clearwater,115,2018-08-01,MN-4,2018,269.0, 7.474,1.743
Minnesota,Clearwater,115,2018-08-01,MN-4,2018,403.5,10.176,2.134
Minnesota,Clearwater,116,2018-09-13,MN-4,2018,134.5,11.095,0.971
Minnesota,Clearwater,116,2018-09-13,MN-4,2018,269.0,12.036,1.401
Minnesota,Clearwater,116,2018-09-13,MN-4,2018,403.5,13.479,1.708
Minnesota,Clearwater,117,2019-06-26,MN-4,2019,134.5, 1.236,5.958
Minnesota,Clearwater,117,2019-06-26,MN-4,2019,269.0, 1.272,5.992
Minnesota,Clearwater,117,2019-06-26,MN-4,2019,403.5, 1.221,6.644
Minnesota,Clearwater,118,2019-07-11,MN-4,2019,134.5, 3.618,3.093
Minnesota,Clearwater,118,2019-07-11,MN-4,2019,269.0, 2.846,3.599
Minnesota,Clearwater,118,2019-07-11,MN-4,2019,403.5, 3.327,4.270
Minnesota,Clearwater,119,2019-07-24,MN-4,2019,134.5, 4.296,2.063
Minnesota,Clearwater,119,2019-07-24,MN-4,2019,269.0, 5.008,2.665
Minnesota,Clearwater,119,2019-07-24,MN-4,2019,403.5, 5.189,3.396
Minnesota,Clearwater,120,2019-08-07,MN-4,2019,134.5, 7.390,1.560
Minnesota,Clearwater,120,2019-08-07,MN-4,2019,269.0, 6.236,2.215
Minnesota,Clearwater,120,2019-08-07,MN-4,2019,403.5, 6.531,2.603
Minnesota,Clearwater,121,2019-09-16,MN-4,2019,134.5,12.145,0.989
Minnesota,Clearwater,121,2019-09-16,MN-4,2019,269.0,11.956,1.039
Minnesota,Clearwater,121,2019-09-16,MN-4,2019,403.5,11.899,1.525
Minnesota,Russet Burbank,122,2018-06-26,MN-4,2018,134.5, 3.911,4.380
Minnesota,Russet Burbank,122,2018-06-26,MN-4,2018,269.0, 4.505,4.725
Minnesota,Russet Burbank,122,2018-06-26,MN-4,2018,403.5, 3.632,4.894
Minnesota,Russet Burbank,123,2018-07-10,MN-4,2018,134.5, 7.460,1.972
Minnesota,Russet Burbank,123,2018-07-10,MN-4,2018,269.0, 9.401,2.659
Minnesota,Russet Burbank,123,2018-07-10,MN-4,2018,403.5, 8.691,2.963
Minnesota,Russet Burbank,124,2018-07-18,MN-4,2018,134.5, 8.352,1.558
Minnesota,Russet Burbank,124,2018-07-18,MN-4,2018,269.0, 8.319,2.469
Minnesota,Russet Burbank,124,2018-07-18,MN-4,2018,403.5, 9.454,2.902
Minnesota,Russet Burbank,125,2018-08-01,MN-4,2018,134.5,13.414,1.307
Minnesota,Russet Burbank,125,2018-08-01,MN-4,2018,269.0,14.632,1.962
Minnesota,Russet Burbank,125,2018-08-01,MN-4,2018,403.5,11.964,2.274
Minnesota,Russet Burbank,126,2018-09-13,MN-4,2018,134.5,15.909,1.060
Minnesota,Russet Burbank,126,2018-09-13,MN-4,2018,269.0,16.700,1.368
Minnesota,Russet Burbank,126,2018-09-13,MN-4,2018,403.5,17.559,1.509
Minnesota,Russet Burbank,127,2019-06-26,MN-4,2019,134.5, 2.401,4.839
Minnesota,Russet Burbank,127,2019-06-26,MN-4,2019,269.0, 2.242,5.557
Minnesota,Russet Burbank,127,2019-06-26,MN-4,2019,403.5, 2.639,5.495
Minnesota,Russet Burbank,128,2019-07-11,MN-4,2019,134.5, 5.742,2.535
Minnesota,Russet Burbank,128,2019-07-11,MN-4,2019,269.0, 5.695,3.158
Minnesota,Russet Burbank,128,2019-07-11,MN-4,2019,403.5, 5.794,3.880
Minnesota,Russet Burbank,129,2019-07-24,MN-4,2019,134.5, 8.527,1.716
Minnesota,Russet Burbank,129,2019-07-24,MN-4,2019,269.0, 8.009,2.344
Minnesota,Russet Burbank,129,2019-07-24,MN-4,2019,403.5, 9.011,2.707
Minnesota,Russet Burbank,130,2019-08-07,MN-4,2019,134.5,12.223,1.419
Minnesota,Russet Burbank,130,2019-08-07,MN-4,2019,269.0,10.839,1.759
Minnesota,Russet Burbank,130,2019-08-07,MN-4,2019,403.5,10.141,2.268
Minnesota,Russet Burbank,131,2019-09-16,MN-4,2019,134.5,13.201,0.963
Minnesota,Russet Burbank,131,2019-09-16,MN-4,2019,269.0,13.316,1.102
Minnesota,Russet Burbank,131,2019-09-16,MN-4,2019,403.5,12.786,1.256
Minnesota,Umatilla Russet,132,2018-06-26,MN-4,2018,134.5, 1.848,4.992
Minnesota,Umatilla Russet,132,2018-06-26,MN-4,2018,269.0, 1.658,5.479
Minnesota,Umatilla Russet,132,2018-06-26,MN-4,2018,403.5, 1.594,5.508
Minnesota,Umatilla Russet,133,2018-07-10,MN-4,2018,134.5, 4.335,2.124
Minnesota,Umatilla Russet,133,2018-07-10,MN-4,2018,269.0, 6.247,3.238
Minnesota,Umatilla Russet,133,2018-07-10,MN-4,2018,403.5, 5.275,3.606
Minnesota,Umatilla Russet,134,2018-07-18,MN-4,2018,134.5, 6.287,1.510
Minnesota,Umatilla Russet,134,2018-07-18,MN-4,2018,269.0, 7.883,2.150
Minnesota,Umatilla Russet,134,2018-07-18,MN-4,2018,403.5, 5.283,2.710
Minnesota,Umatilla Russet,135,2018-08-01,MN-4,2018,134.5, 9.267,1.210
Minnesota,Umatilla Russet,135,2018-08-01,MN-4,2018,269.0, 8.093,1.771
Minnesota,Umatilla Russet,135,2018-08-01,MN-4,2018,403.5, 9.509,2.458
Minnesota,Umatilla Russet,136,2018-09-13,MN-4,2018,134.5,11.841,1.031
Minnesota,Umatilla Russet,136,2018-09-13,MN-4,2018,269.0,14.584,1.324
Minnesota,Umatilla Russet,136,2018-09-13,MN-4,2018,403.5,15.365,1.692
Minnesota,Umatilla Russet,137,2019-06-26,MN-4,2019,134.5, 1.699,5.384
Minnesota,Umatilla Russet,137,2019-06-26,MN-4,2019,269.0, 1.652,5.834
Minnesota,Umatilla Russet,137,2019-06-26,MN-4,2019,403.5, 1.848,6.002
Minnesota,Umatilla Russet,138,2019-07-11,MN-4,2019,134.5, 5.246,2.815
Minnesota,Umatilla Russet,138,2019-07-11,MN-4,2019,269.0, 5.351,3.322
